desc_problema,ano,modelo_carro,categoria_problema,peca_problema
"A filha do contato possui um Hyundai Azera 2014. O contato relatou que, enquanto a filha dirigia a uma velocidade não divulgada, o veículo não acelerava como deveria. O veículo estava sacudindo durante as trocas de marcha e nenhuma luz de aviso estava acesa. O carro foi levado à concessionária, onde foi diagnosticado que a embreagem e as vedantes da embreagem precisavam ser substituídas. O veículo não foi reparado. O fabricante foi notificado da falha e informou que a garantia do veículo havia expirado e que o contato deveria ligar para a linha direta da NHTSA para obter assistência. A quilometragem da falha foi de aproximadamente 74.000.",2014,Azera,Embreagens,Atuadores da embreagem
"O contato possui um Hyundai Tucson 2019. O contato relatou que, enquanto dirigia a uma velocidade não divulgada, a transmissão falhou ao tentar engatar corretamente. O veículo foi levado ao concessionário, que informou ao contato que os solenóides precisavam ser substituídos. O veículo não foi reparado. O fabricante não foi informado sobre a falha. A quilometragem da falha era de aproximadamente 100.000.",2019,Tucson,Embreagens,Solenoide da transmissão
"A sobrinha do contato possui um Hyundai Tucson 2015. O contato afirmou que, enquanto a sobrinha dirigia a partir de uma parada completa, o veículo tremeu. Não havia luz de advertência acesa. O contato mencionou que a falha vinha ocorrendo de forma recorrente enquanto dirigia. O veículo foi levado ao concessionário, onde foi diagnosticado que o conjunto do embreagem da transmissão havia falhado. O concessionário determinou que o conjunto da embreagem precisava ser substituído. O veículo não foi reparado. O fabricante foi notificado sobre a falha e informou ao contato que o veículo havia ultrapassado o prazo de 7 anos da garantia. Nenhuma assistência foi fornecida. A quilometragem da falha era de aproximadamente 74.000.",2015,Tucson,Embreagens,Solenoide da transmissão
"O contato possui um Hyundai Tucson 2016. O contato afirmou que, enquanto dirigia a uma velocidade não divulgada, a transmissão estava patinando. Além disso, o veículo estava consumindo uma quantidade excessiva de fluido de transmissão. O veículo foi levado ao concessionário, onde foi diagnosticado com um kit de embreagem falhado. O contato foi informado de que o kit de embreagem precisava ser substituído. O veículo não foi reparado. O fabricante não foi informado sobre a falha. A quilometragem da falha era desconhecida.",2016,Tucson,Embreagens,Atuadores da embreagem
"O contato possui um Hyundai Azera 2015. O contato afirmou que, enquanto dirigia a 20-25 MPH, o veículo estava tremendo anormalmente. Não havia luz de advertência acesa. O veículo foi levado ao concessionário, onde o contato foi informado de que nenhum defeito foi encontrado; no entanto, a falha recorreu de forma crescente. O veículo foi levado a outro concessionário, onde o TCM foi substituído; no entanto, a falha persistiu. O concessionário diagnosticou o veículo com tremor na embreagem da transmissão e determinou que a embreagem da transmissão precisava ser substituída. O veículo não foi reparado. O fabricante foi notificado sobre a falha e um caso foi aberto. O fabricante encaminhou o contato para a Linha de Ajuda da NHTSA para assistência. A quilometragem da falha era de aproximadamente 62.000.",2015,Azera,Embreagens,Solenoide da transmissão
"O contato possui um Honda Civic 2013. O contato afirmou que, após inserir a chave na ignição, o interruptor de ignição não girava e o motor não pôde ser iniciado. O veículo foi rebocado para o concessionário local, que diagnosticou que o interruptor de ignição estava com defeito e precisava ser substituído. O interruptor de ignição foi substituído e a falha foi resolvida. O fabricante não foi informado sobre a falha. A quilometragem da falha era de 57.000.",2013,Civic,Filtro/Vela de Ignição,Interruptor de ignição
"O contato possui um Honda Civic 2014. O contato afirmou que, ao inserir a chave no interruptor de ignição para ligar o veículo, não conseguiu girar a chave e o volante estava travado. O contato tentou balançar o volante e girar a chave, mas a falha voltou a ocorrer. O veículo foi rebocado para o concessionário, onde foi diagnosticado que o cilindro de ignição precisava ser substituído. No entanto, as peças não estavam disponíveis. O veículo não foi reparado. O fabricante foi notificado sobre a falha e o contato estava aguardando um retorno do fabricante. A quilometragem da falha era de aproximadamente 70.800.",2014,Civic,Filtro/Vela de Ignição,Cilindro de ignição
"O contato possui um Honda Civic 2014. O contato afirmou que todas as três chaves falharam em ligar o veículo após várias tentativas. Não havia luz de advertência acesa. O contato conversou com vários concessionários desconhecidos, que forneceram orçamentos para reparar o veículo. O fabricante foi notificado sobre a falha. O veículo ainda não foi reparado. A quilometragem da falha era de aproximadamente 88.000.",2014,Civic,Filtro/Vela de Ignição,Cilindro de ignição
"O amigo do contato possui um Honda Civic 2014. O contato afirmou que, após inserir a chave no interruptor de ignição, o veículo não conseguiu dar partida. Não havia luzes de advertência acesas. O veículo foi rebocado para o concessionário local, onde foi diagnosticado que o cilindro de ignição precisava ser substituído. O veículo não foi reparado devido à falta de peças em estoque. O fabricante não foi contatado. A quilometragem da falha era de aproximadamente 75.000.",2014,Civic,Filtro/Vela de Ignição,Cilindro de ignição
"O contato possui um Hyundai Tucson 2016. Enquanto dirigia a várias velocidades, o veículo apresentou paradas intermitentes. O veículo foi levado a concessionaria, onde o interruptor de ignição foi substituído; no entanto, a falha voltou a ocorrer. O fabricante foi notificado sobre a falha e um representante foi enviado para examinar o veículo. A quilometragem da falha era de 44.600.",2016,Tucson,Filtro/Vela de Ignição,Interruptor de ignição
"O contato possui um Hyundai Tucson 2010. O contato afirmou que, após girar o interruptor de ignição para a posição ""OFF"", o veículo continuava ligado e dava engasgadas antes de desligar. O veículo foi levado a um mecânico independente, que substituiu o interruptor de ignição e a caixa de fusíveis do cabine, mas as falhas continuaram a ocorrer. O concessionário local e o fabricante foram notificados sobre a falha, mas nenhuma assistência foi oferecida. A quilometragem da falha era de 165.000.",2010,Tucson,Filtro/Vela de Ignição,Interruptor de ignição
"2017 Hyundai Tucson. O consumidor relata problemas com a ignição, luzes e transmissão. O consumidor afirma que o veículo estava estacionado em uma colina quando começou a rolar para trás e colidiu com um portão. o consumidor pegou o volante, a partir de fora do veículo, direcionando-o para um morro, onde o veículo terminou. O veículo arrastou o consumidor no caminho. O freio de emergência estava acionado. O consumidor relatou que a chave cai da ignição, mas o veículo continua funcionando. A quilometragem não aparece no painel de instrumentos. Os faróis não eram ajustáveis.",2017,Tucson,Filtro/Vela de Ignição,NaN
2016 Hyundai Azera. O consumidor escreve sobre um defeito na ignição sem chave. O consumidor afirmou que é possível desligar o sistema de entrada sem chave sem antes colocar o veículo em estacionamento. Também é possível mudar de estacionamento antes de iniciar a ignição.,2016,Azera,Filtro/Vela de Ignição,Interruptor de ignição
"O contato possui um Hyundai Azera 2019. O contato afirmou que, ao tentar remover a chave da ignição, a chave ficou presa no lugar. O veículo foi levado a um chaveiro, mas não foi reparado. O veículo foi levado a concessionaria para diagnóstico, mas não foi reparado. O fabricante não foi contatado nem informado sobre a falha. A quilometragem aproximada da falha era de 9.000.",2019,Azera,Filtro/Vela de Ignição,NaN
"O contato possui um Hyundai Azera 2018. O contato afirmou que a ignição estava com defeito. O veículo foi rebocado para a concessionária, onde foi diagnosticado que a chave precisava ser substituída. O veículo não foi reparado. O fabricante não foi informado sobre a falha. A quilometragem da falha era de aproximadamente 125.000.",2018,Azera,Filtro/Vela de Ignição,NaN
"O contato possui um Jeep Renegade 2021. O contato afirmou que o veículo perdeu a energia elétrica. O interruptor de ignição ficou preso no modo de acessórios e o contato não conseguiu remover a chave do interruptor de ignição. Além disso, o contato relatou que o veículo apresentou leitura imprecisa do marcador de combustível. Diversas mensagens desconhecidas foram exibidas em diferentes idiomas. O contato afirmou que o veículo estava enfrentando falhas elétricas. O veículo foi levado ao concessionário local, onde foi determinado que a bateria havia falhado. O veículo não foi diagnosticado nem reparado. O fabricante não foi contatado. A quilometragem da falha era de aproximadamente 68.000.",2021,Renegade,Filtro/Vela de Ignição,Bateria
"O contato possui um Jeep Renegade 2023. O contato afirmou que, quando o veículo estava estacionado, a chave foi inserida na ignição aproximadamente cinco vezes antes que o veículo começasse. Além disso, o contato relatou que, em três ocasiões, enquanto dirigia a várias velocidades, o volante ficou rígido. O veículo foi direcionado para o lado da estrada e reiniciado. O veículo foi levado a um concessionário independente, onde foi diagnosticado que o cilindro de ignição e o sensor de torque precisavam ser substituídos. O veículo não foi reparado. O fabricante foi notificado sobre a falha. A quilometragem da falha era de aproximadamente 131.000.",2023,Renegade,Filtro/Vela de Ignição,Cilindro de ignição
"Estava dirigindo meu Hyundai Tucson 2017 para o trabalho quando percebi que o carro puxava para um lado. Mesmo tentando ajustar a direção manualmente, o problema persistia. Levei o carro a um mecânico, que descobriu que o alinhamento das rodas estava completamente fora do ajuste, resultando em desgaste irregular dos pneus e desvio contínuo para a direita.",2017,Tucson,Alinhamento,Alinhamento das rodas
"Comprei um Hyundai Azera 2016 usado e logo notei que o volante estava torto, mesmo quando o carro estava indo em linha reta. Em estradas planas, o carro puxava para a esquerda. Após uma análise, o mecânico confirmou que o alinhamento das rodas estava desajustado, provavelmente devido a um impacto anterior não reparado.",2016,Azera,Alinhamento,Alinhamento das rodas
"Percebi que os pneus do meu Jeep Renegade 2018 estavam se desgastando muito rapidamente e de forma irregular. Levei o carro a uma oficina, onde descobriram que o alinhamento das rodas estava incorreto. O alinhamento inadequado estava fazendo com que os pneus se desgastassem de maneira desigual, obrigando-me a substituir os pneus muito antes do esperado.",2018,Renegade,Alinhamento,Alinhamento das rodas
"Frequentemente sentia um desconforto ao dirigir em altas velocidades com meu Honda Civic 2015, com o carro vibrando e puxando para o lado. O mecânico identificou que o alinhamento das rodas estava fora de especificação, causando vibrações e instabilidade. Após ajustar o alinhamento, o carro voltou a se comportar de maneira estável.",2015,Civic,Alinhamento,Alinhamento das rodas
"Notei que o volante do meu Hyundai Tucson 2019 estava se tornando cada vez mais difícil de manobrar. O carro também puxava para a direita em estradas retas. O problema foi identificado como um alinhamento incorreto das rodas, que estava afetando a direção e a resposta do volante.",2019,Tucson,Alinhamento,Alinhamento das rodas
"Estava dirigindo em uma estrada reta com meu Hyundai Azera 2014 quando o carro começou a desviar para a esquerda, mesmo quando o volante estava reto. Levei o carro a um técnico que descobriu que o alinhamento estava muito fora de especificação, o que estava causando o desvio constante.",2014,Azera,Alinhamento,Alinhamento das rodas
"Ouvi um barulho estranho vindo dos pneus do meu Jeep Renegade 2017 e percebi que o carro puxava para a esquerda. Após uma inspeção, descobri que o alinhamento das rodas estava incorreto. O desajuste estava provocando o desgaste irregular dos pneus e gerando o barulho.",2017,Renegade,Alinhamento,Alinhamento das rodas
"Notei que a direção do meu Honda Civic 2018 estava ficando cada vez mais pesada, especialmente em curvas. Achei que poderia ser um problema de alinhamento. O mecânico confirmou que o alinhamento estava errado e, após ajustar, a direção voltou a ficar leve e responsiva.",2018,Civic,Alinhamento,Alinhamento das rodas
"Enquanto dirigia meu Hyundai Tucson 2016, ao aplicar os freios, senti que o carro puxava para um lado. A oficina verificou que o problema estava relacionado ao alinhamento das rodas, que estava desajustado, provocando instabilidade ao frear.",2016,Tucson,Alinhamento,Alinhamento das rodas
"Estava dirigindo em uma estrada rural com meu Hyundai Azera 2015 quando o carro começou a se desviar para a esquerda e para a direita. Após uma avaliação, foi identificado que o alinhamento das rodas estava fora de ajuste, afetando o controle e a estabilidade do veículo.",2015,Azera,Alinhamento,Alinhamento das rodas
"Notei que meu Jeep Renegade 2019 estava puxando para a direita e a direção parecia instável. Levei o carro para uma revisão e descobri que o alinhamento estava fora de especificação. O problema foi corrigido, e o carro voltou a dirigir suavemente.",2019,Renegade,Alinhamento,Alinhamento das rodas
"Estava dirigindo meu Honda Civic 2017 e percebi que o carro estava puxando para a esquerda, fazendo com que a direção se sentisse desigual. O mecânico identificou um problema no alinhamento das rodas, que estava causando o desvio e o desgaste desigual dos pneus. Após o ajuste, a condução se tornou muito mais estável.",2017,Civic,Alinhamento,Alinhamento das rodas
"Enquanto dirigia meu Hyundai Tucson 2018, comecei a notar que o carro puxava fortemente para a esquerda, mesmo quando eu mantinha o volante reto. Além disso, o volante estava levemente desalinhado em relação às rodas. O carro parecia desestabilizado e a condução estava se tornando cada vez mais difícil, especialmente em estradas retas. Levei o veículo a um mecânico, que confirmou que o alinhamento estava fora de especificação e que isso estava causando o desvio constante. Após o ajuste do alinhamento, o carro voltou a dirigir de forma reta e estável, melhorando significativamente a experiência de condução.",2018,Tucson,Alinhamento,Alinhamento das rodas
"Estava dirigindo meu Hyundai Tucson 2017 quando comecei a notar vibrações no volante, especialmente em altas velocidades. As vibrações se tornavam mais intensas em estradas irregulares. Após levar o carro a uma oficina, foi identificado que o balanceamento das rodas estava incorreto. O ajuste do balanceamento resolveu o problema, e as vibrações desapareceram.",2017,Tucson,Balanceamento/Geometria,Balaceamento das rodas
"Meu Hyundai Tucson 2016 estava passando por buracos com um desconforto notável, como se o carro estivesse balançando excessivamente. O problema foi diagnosticado como um desbalanceamento das rodas. Após o balanceamento ser corrigido, o carro voltou a dirigir com mais estabilidade e conforto.",2016,Tucson,Balanceamento/Geometria,Balaceamento das rodas
"Notei que meu Hyundai Tucson 2019 estava puxando para a direita e a direção parecia instável. Levei o carro para uma revisão e descobri que o alinhamento estava fora de especificação. O problema foi corrigido, e o carro voltou a dirigir suavemente.",2019,Tucson,Balanceamento/Geometria,Balaceamento das rodas
"Estava dirigindo meu Hyundai Azera 2016 e percebi que o carro tinha um comportamento estranho ao passar por ressaltos na estrada. O carro parecia balançar e perder a estabilidade. O mecânico descobriu que o balanceamento das rodas estava desajustado, o que estava causando o movimento irregular e a perda de controle.",2016,Azera,Balanceamento/Geometria,Balaceamento das rodas
"Estava dirigindo em uma estrada reta com meu Hyundai Azera 2014 quando o carro começou a desviar para a esquerda, mesmo quando o volante estava reto. Levei o carro a um técnico que descobriu que o alinhamento estava muito fora de ajuste, o que estava causando o desvio constante.",2014,Azera,Balanceamento/Geometria,Balaceamento das rodas
"Com meu Hyundai Azera 2015, a estabilidade do carro parecia ser um problema. Ao dirigir sobre superfícies irregulares, o carro parecia oscilar. O balanceamento inadequado das rodas foi identificado como a causa. Após ajustar o balanceamento, o carro se tornou muito mais estável e seguro.",2015,Azera,Balanceamento/Geometria,Balaceamento das rodas
"Percebi que os pneus do meu Jeep Renegade 2018 estavam se desgastando muito rapidamente e de forma irregular. Levei o carro a uma oficina, onde descobriram que o alinhamento das rodas estava incorreto. O alinhamento inadequado estava fazendo com que os pneus se desgastassem de maneira desigual, obrigando-me a substituir os pneus muito antes do esperado.",2018,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Enquanto dirigia meu Jeep Renegade 2017, comecei a sentir tremores no volante ao acelerar. O problema foi atribuído a um desequilíbrio nas rodas dianteiras. Após ajustar o balanceamento, os tremores desapareceram e a condução melhorou significativamente.",2017,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Com meu Jeep Renegade 2019, quando acelerava, o carro começava a desviar para um lado e o volante vibrava. O problema foi diagnosticado como um desequilíbrio nas rodas dianteiras. Após ajustar o balanceamento, o problema foi resolvido e o carro voltou a dirigir de forma estável.",2019,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Frequentemente sentia um desconforto ao dirigir em altas velocidades com meu Honda Civic 2015, com o carro vibrando e puxando para o lado. O mecânico identificou que o alinhamento das rodas estava fora de especificação, causando vibrações e instabilidade. Após ajustar o alinhamento, o carro voltou a se comportar de maneira estável.",2015,Civic,Balanceamento/Geometria,Balaceamento das rodas
"Notei que a direção do meu Honda Civic 2018 estava ficando cada vez mais pesada, especialmente em curvas. Achei que poderia ser um problema de alinhamento. O mecânico confirmou que o alinhamento estava errado e, após ajustar, a direção voltou a ficar leve e responsiva.",2018,Civic,Balanceamento/Geometria,Balaceamento das rodas
"Com meu Honda Civic 2017, o carro apresentava um comportamento irregular, com o volante vibrando e o carro pulando ao dirigir em estradas ruins. O problema foi causado por um balanceamento incorreto das rodas. Depois de corrigir o balanceamento, o carro voltou a oferecer uma condução estável e confortável.",2019,Civic,Balanceamento/Geometria,Balaceamento das rodas
"Enquanto dirigia meu Jeep Renegade 2015, comecei a sentir vibrações fortes no volante ao atingir velocidades acima de 80 km/h. O problema era mais evidente em estradas com superfícies irregulares. As vibrações eram tão intensas que parecia que o volante estava prestes a se soltar. Após levar o veículo a uma oficina especializada, o diagnóstico revelou que o balanceamento das rodas estava desajustado. Após corrigir o balanceamento, as vibrações desapareceram e a condução voltou a ser suave.",2015,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Com meu Jeep Renegade 2019, percebi que os pneus estavam se desgastando de maneira irregular, com áreas mais desgastadas em certos pontos. O desgaste desigual estava afetando a estabilidade do carro e a eficiência do combustível. O mecânico identificou que o problema estava relacionado ao balanceamento incorreto das rodas, que estava causando o desgaste irregular. Depois de ajustar o balanceamento, o desgaste dos pneus tornou-se mais uniforme e a estabilidade do carro melhorou.",2019,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Enquanto dirigia meu Jeep Renegade 2022 em uma estrada asfaltada, notei que o carro começava a oscilar e a se desviar para os lados ao atingir altas velocidades, acima de 100 km/h. A sensação era como se o carro estivesse ""pulando"" sobre a estrada. O problema foi atribuído a um desequilíbrio nas rodas dianteiras. Após realizar o balanceamento adequado, a instabilidade foi corrigida e a condução em alta velocidade tornou-se muito mais estável e segura.",2022,Renegade,Balanceamento/Geometria,Balaceamento das rodas
"Olá, sou proprietário de uma Tucson e, nos últimos dias, percebi um barulho de rangido quando freio. No início, pensei que era só sujeira, mas o barulho só aumentou. Acredito que as pastilhas de freio estão gastas e gostaria que vocês verificassem isso o quanto antes.",2020,Tucson,Disco/Pastilha de Freio,Pastilha de freio
"Bom dia! Estou tendo um problema com minha Tucson. O pedal do freio ficou muito duro e, em alguns momentos, parece não responder corretamente. Isso me deixou apreensivo, especialmente em situações de trânsito. Preciso de uma avaliação detalhada para garantir que tudo esteja funcionando bem.",2010,Tucson,Disco/Pastilha de Freio,Pastilha de freio
"Boa tarde! Após uma viagem longa no fim de semana com minha Tucson, notei um cheiro de queimado vindo dos freios. Acredito que isso possa ser um sinal de que as pastilhas estão superaquecendo. Preciso de uma avaliação para entender melhor a situação.",2011,Tucson,Disco/Pastilha de Freio,Pastilha de freio
"Oi! Recentemente, notei que minha Azera vibra bastante quando eu freio, especialmente a altas velocidades. A sensação é desconfortável e preocupante, e parece que os discos podem estar empenados. Poderiam verificar isso? Não quero correr riscos desnecessários.",2012,Azera,Disco/Pastilha de Freio,Rotor de freio
"Olá, venho aqui porque a luz do painel do meu carro, relacionada aos freios, acendeu de repente. Fiquei alarmado, pois não tinha notado nada estranho antes. Estou preocupado com a possibilidade de um problema nas pastilhas ou nos discos. Poderiam me ajudar a diagnosticar o que está acontecendo?",2013,Azera,Disco/Pastilha de Freio,Pastilha de freio
"Olá! Minha Azera começou a fazer um barulho alto sempre que eu freio. No começo, achei que era normal, mas agora estou preocupado. Sinto que as pastilhas podem ter chegado ao fim da vida útil. Preciso de ajuda para avaliar a situação.",2014,Azera,Disco/Pastilha de Freio,Pastilha de freio
"Bom dia! Ultimamente, meu Renegade tem feito um barulho metálico ao frear, como se algo estivesse arrastando. Isso começou há algumas semanas e me preocupa. Sinto que as pastilhas de freio precisam ser trocadas. Poderiam fazer uma inspeção?",2015,Renegade,Disco/Pastilha de Freio,Pastilha de freio
"Oi, estou enfrentando um problema com meu Renegade. Ele puxa para um lado ao frear, o que é desconfortável e preocupante. Acredito que os discos possam estar desbalanceados ou as pastilhas desgastadas. Gostaria que vocês dessem uma olhada.",2016,Renegade,Disco/Pastilha de Freio,Pastilha de freio
"Oi! Estou passando por um problema com meu Renegade. O freio parece estar falhando, especialmente em trânsito pesado. Isso me deixa ansioso, pois a segurança é a prioridade. Poderiam checar os discos e pastilhas?",2017,Renegade,Disco/Pastilha de Freio,Pastilha de freio
"Oi! Minha Civic começou a vibrar bastante ao frear, especialmente em velocidades mais altas. Isso me deixou bastante preocupado. Acredito que os discos possam estar empenados. Poderiam verificar isso com urgência?",2018,Civic,Disco/Pastilha de Freio,Rotor de freio
"Bom dia! Recentemente, fiz uma revisão na minha Civic e o mecânico me alertou sobre o desgaste irregular das pastilhas de freio. Ele mencionou que isso pode indicar que os discos também precisam ser verificados. Estou preocupado e gostaria de agendar uma revisão completa.",2019,Civic,Disco/Pastilha de Freio,Pastilha de freio
"Olá! Fiz uma revisão recente na minha Civic e o mecânico comentou que as pastilhas de freio estão com alto desgaste. Fiquei preocupado, pois não quero que isso se torne um problema maior. Gostaria de saber se os discos também precisam ser trocados.",2020,Civic,Disco/Pastilha de Freio,Pastilha de freio
"Olá, sou proprietário de uma Tucson e percebo que o ar-condicionado não está gelando como deveria. Ele até funciona, mas a temperatura não está agradando. Gostaria que vocês verificassem isso o quanto antes.",2021,Tucson,Ar Condicionado,Condensador
"Bom dia! Tenho notado um ruído estranho vindo do ar-condicionado da minha Tucson. Às vezes, parece que algo está solto ou arrastando. Isso me preocupa e gostaria de uma avaliação detalhada.",2022,Tucson,Ar Condicionado,Compressor
"Boa tarde! Após usar o ar-condicionado da minha Tucson, percebi que há água acumulada dentro do carro. Não sei se é um vazamento, mas gostaria de que vocês investigassem isso.",2023,Tucson,Ar Condicionado,Condensador
"Oi! Recentemente, meu ar-condicionado na Azera parou de resfriar. Tentei ajustar a temperatura, mas continua saindo ar quente. Estou preocupado e preciso de ajuda para resolver isso.",2024,Azera,Ar Condicionado,Compressor
"Olá, venho aqui porque estou percebendo um mau cheiro vindo do ar-condicionado da minha Azera. Isso começou recentemente e é bem desagradável. Poderiam verificar se há algum problema?",2010,Azera,Ar Condicionado,Condensador
Olá! O difusor do ar-condicionado da minha Azera não está funcionando corretamente. Não consigo direcionar o fluxo de ar como antes. Isso está me incomodando bastante. Podem ajudar?,2011,Azera,Ar Condicionado,Condensador
"Bom dia! Notei que o ar-condicionado do meu Renegade não está resfriando adequadamente. Mesmo no modo máximo, a temperatura não cai. Gostaria de saber o que pode estar acontecendo.",2013,Renegade,Ar Condicionado,Condensador
"Oi, estou enfrentando um problema com o ar-condicionado do meu Renegade. A pressão do ar parece muito baixa, e não consigo sentir o ar frio. Pode ser que haja algo bloqueado? Preciso de uma inspeção.",2015,Renegade,Ar Condicionado,Compressor
"Oi! A luz de aviso do ar-condicionado acendeu no painel do meu Renegade. Estou preocupado, pois isso nunca aconteceu antes. Poderiam me ajudar a diagnosticar o que pode estar acontecendo?",2016,Renegade,Ar Condicionado,Compressor
Oi! O ar-condicionado da minha Civic está fazendo um barulho alto e irritante quando liga. Isso começou há alguns dias e está me incomodando. Gostaria que vocês verificassem isso.,2017,Civic,Ar Condicionado,Compressor
"Bom dia! Estou tendo problemas com a temperatura do ar-condicionado na minha Civic. Às vezes, fica muito frio, e outras vezes não resfria adequadamente. Isso está me deixando confuso e gostaria de ajuda.",2018,Civic,Ar Condicionado,Compressor
"Olá! Recentemente, percebi que o ar-condicionado da minha Civic não está ventilando bem. Acredito que o filtro pode estar sujo e precisando de limpeza ou troca. Poderiam dar uma olhada?",2019,Civic,Ar Condicionado,Condensador
"Oi, meu Tucson começou a superaquecer durante uma viagem. Estava dirigindo por uma estrada montanhosa quando o ponteiro da temperatura subiu rapidamente. O motor fez um barulho estranho e eu fiquei nervoso. Parei no acostamento e esperei esfriar antes de tentar voltar. O que pode estar acontecendo?",2020,Tucson,Arrefecimento,Motor
"Oi, percebi que algumas mangueiras do sistema de arrefecimento do meu Tucson parecem ressecadas e rachadas. Notei isso ao fazer a revisão do carro. O motor começou a esquentar mais do que antes e me pergunto se isso pode estar afetando o desempenho. Não quero ficar na estrada com um problema sério.",2021,Tucson,Arrefecimento,Liquido de arrefecimento
"Olá, parece que o ventilador do radiador do meu Tucson não está funcionando. Sempre que estou parado no trânsito, o carro esquenta muito rápido. Fui verificar e não consegui ouvir o ventilador ligar. Estou pensando em levar o carro à oficina, mas quero entender o que pode estar acontecendo.",2022,Tucson,Arrefecimento,Radiador
"Olá, notei uma poça de líquido sob meu Azera enquanto saía de casa. Parecia ser água do radiador, mas não tinha certeza. O motor estava esquentando mais do que o normal e a ideia de ter um vazamento me deixou preocupado. Decidi ligar para a oficina e buscar orientação.",2023,Azera,Arrefecimento,Radiador
"Oi, meu Azera está perdendo potência e o motor está esquentando demais. Fui ao mecânico e ele mencionou que isso pode estar relacionado ao sistema de arrefecimento. Estou preocupado com o que isso pode significar para o meu carro e se é algo que posso resolver rapidamente.",2024,Azera,Arrefecimento,Motor
"Oi, sinto um cheiro de queimado vindo do motor do meu Azera. O ponteiro da temperatura está subindo e isso me deixou preocupado. Perguntei a um amigo o que pode ser e ele sugeriu que eu verificasse o sistema de arrefecimento. Não quero esperar para ver se o problema piora.",2010,Azera,Arrefecimento,Motor
"Oi, meu Renegade começou a fazer um barulho estranho quando o motor esquenta, como se estivesse ‘gritando’. Isso começou há algumas semanas e agora o ponteiro da temperatura está quase no vermelho. Estou com medo de que algo sério esteja errado e, se continuar assim, posso ter problemas maiores.",2011,Renegade,Arrefecimento,Motor
"Oi, estou reabastecendo o líquido do radiador do meu Renegade com frequência e às vezes parece que ele está baixo mesmo depois de colocar água. Fiquei preocupado, pois o motor está começando a aquecer demais. Perguntei ao mecânico se pode haver um vazamento escondido, mas ainda não tive uma resposta.",2014,Renegade,Arrefecimento,Liquido de arrefecimento
"Oi, estou ouvindo um barulho estranho vindo da bomba de água do meu Renegade. Parece que o carro está esquentando mais do que o normal, e isso me deixou apreensivo. Perguntei a um mecânico e ele sugeriu que eu fizesse uma verificação imediata. Não quero correr o risco de danificar o motor.",2015,Renegade,Arrefecimento,Motor
"Bom dia! A luz de aviso do sistema de arrefecimento acendeu no painel do meu Civic durante uma viagem ao trabalho. O carro estava funcionando normalmente, mas a luz vermelha piscando me deixou ansioso. Perguntei a um amigo, que sugeriu que eu verificasse o nível do líquido. Estou apreensivo!",2016,Civic,Arrefecimento,Sensores de coolant
"Oi, meu Civic está demorando muito para aquecer e, quando finalmente esquenta, o motor parece ficar quente demais. Fui a um mecânico que mencionou que poderia ser o termostato, mas não tenho certeza de como descobrir. Estava pensando em testar o carro na estrada e ver como se comporta.",2017,Civic,Arrefecimento,Sensores de coolant
"Oi, meu Civic está superaquecer em dias quentes, especialmente quando estou preso no trânsito. Notei que o arrefecimento não parece estar dando conta e a ventoinha não liga como deveria. Estou pensando em levar o carro ao mecânico antes que isso cause um problema maior.",2018,Civic,Arrefecimento,Radiador
"Oi, meu Tucson começou a fazer um barulho estranho, como se estivesse rangendo, especialmente ao ligar o motor. Um mecânico me disse que pode ser a correia do alternador. Estou preocupado que isso possa afetar a bateria. O que você acha?",2019,Tucson,Correias,Correia do alternador
"Oi, notei que a luz de aviso do motor acendeu no painel do meu Tucson. O carro começou a vibrar um pouco durante a aceleração. O mecânico mencionou que pode ser a correia dentada desgastada. O que devo fazer?",2020,Tucson,Correias,Correia de acessórios
"Olá, enquanto dirigia meu Tucson, senti uma perda repentina de potência e um cheiro de queimado. Fui ao mecânico e ele disse que a correia do ar-condicionado pode ter quebrado. Estou preocupado com o custo do conserto. É grave?",2021,Tucson,Correias,Correia de acessórios
"Oi, meu Azera está fazendo um barulho contínuo que parece com um chiado. O mecânico sugeriu que a correia do motor pode estar desgastada. Isso é algo que eu deveria consertar imediatamente?",2023,Azera,Correias,Correia de acessórios
"Olá, notei que meu Azera estava pulando enquanto dirigia, especialmente em velocidades mais altas. Um amigo comentou que pode ser um problema na correia de transmissão. Estou nervoso porque isso pode afetar a segurança do carro.",2010,Azera,Correias,Correia de acessórios
"Oi, percebi que o ar-condicionado do meu Azera não está gelando como antes. O mecânico disse que pode ser a correia do compressor. Se eu não consertar isso logo, pode causar mais danos? O que você recomenda?",2011,Azera,Correias,Correia de acessórios
"Oi, meu Renegade começou a emitir um barulho alto ao acelerar, como um estalo. O mecânico disse que pode ser a correia de distribuição. Estou preocupado com a possibilidade de danos maiores se eu continuar dirigindo. Devo parar o uso imediatamente?",2012,Renegade,Correias,Correia de acessórios
"Oi, enquanto dirigia meu Renegade, a luz do painel acendeu e o carro perdeu força. Fui verificar e o mecânico mencionou que a correia do alternador pode ter quebrado. Isso pode afetar a bateria a ponto de não conseguir ligar o carro?",2013,Renegade,Correias,Correia do alternador
